City,EmailDomain,EmployeeLeft,HiredthroughSMTP,ManagerRatingOfLikelihoodToLeave,MarkedForPHTProgram,MostRecentPerformanceEvaluation,SocialMediaActivity,Survey_AttitudeTowardWorkType,Survey_AttitudeTowardWorkload,Survey_RelativePeerAverageAttitudeTowardManager
Nuoxizhi,youtu.be,0,1,1,1,55,0,1,1,1
Nuoxizhi,cbslocal.com,1,0,1,1,59,0,1,1,1
Liancheng,cbslocal.com,0,0,1,0,52,0,1,4,1
Bandung,cbslocal.com,1,0,5,1,53,1,3,5,1
Kuala Terengganu,cbslocal.com,1,1,1,1,53,0,3,6,1
Nuoxizhi,cbslocal.com,1,0,1,0,51,1,3,1,1
Beaverlodge,cbslocal.com,1,1,1,0,53,1,3,5,1
Kuala Terengganu,cbslocal.com,0,0,1,0,48,2,2,1,2
Ell,youtu.be,0,1,1,0,48,3,1,1,1
Bandung,springer.com,0,0,1,0,49,2,1,5,1
Bandung,youtu.be,0,1,1,0,51,1,5,1,1
Bandung,cbslocal.com,1,1,16,0,81,1,1,4,1
Beaverlodge,springer.com,1,1,1,1,49,0,1,1,1
Liancheng,cbslocal.com,1,0,2,0,55,3,2,4,4
Beaverlodge,exblog.jp,1,1,1,0,52,2,3,1,1
Beaverlodge,cbslocal.com,1,0,1,1,53,0,1,5,2
Nuoxizhi,springer.com,1,0,1,0,53,0,4,3,1
Nuoxizhi,youtu.be,0,0,1,1,53,1,3,4,2
Kuala Terengganu,springer.com,1,1,3,1,54,2,1,2,2
Liancheng,cbslocal.com,1,1,1,1,48,0,1,1,1
Nuoxizhi,cbslocal.com,0,0,1,1,56,2,1,1,3
Ell,exblog.jp,0,1,1,1,62,5,1,3,1
Ell,cbslocal.com,0,0,1,0,55,0,1,1,2
Bandung,youtu.be,1,1,1,1,52,2,1,1,2
Liancheng,springer.com,0,0,1,0,48,1,1,2,3
Kuala Terengganu,exblog.jp,1,1,1,0,53,0,3,1,1
Bandung,youtu.be,1,0,1,1,52,2,1,1,1
Sandaohezi,youtu.be,0,0,1,1,60,3,2,3,2
Beaverlodge,youtu.be,1,0,13,1,55,0,6,2,1
Nuoxizhi,cbslocal.com,1,0,5,1,55,2,2,1,3
Beaverlodge,youtu.be,0,0,1,0,49,0,1,3,2
Liancheng,cbslocal.com,1,0,1,0,71,0,1,1,1
Ell,cbslocal.com,0,0,1,1,52,0,5,6,1
Liancheng,youtu.be,0,0,1,1,57,1,3,6,3
Nuoxizhi,cbslocal.com,0,1,1,1,50,0,2,2,2
Liancheng,springer.com,0,1,1,1,49,1,1,1,3
Ell,exblog.jp,0,0,1,1,49,1,1,4,2
Nuoxizhi,cbslocal.com,0,0,1,0,51,1,1,1,1
Liancheng,youtu.be,1,0,1,1,49,1,2,1,2
Kuala Terengganu,cbslocal.com,1,1,1,0,58,0,4,3,1
Bandung,springer.com,1,0,1,0,56,1,3,4,1
Bandung,cbslocal.com,1,0,1,1,56,0,3,6,2
Nuoxizhi,youtu.be,0,0,1,1,48,3,1,2,4
Sandaohezi,exblog.jp,1,1,1,1,51,2,6,3,1
Nuoxizhi,youtu.be,0,1,1,0,49,2,2,5,4
Ell,springer.com,1,1,1,1,52,0,3,2,3
Bandung,cbslocal.com,1,0,1,1,50,0,2,1,2
Ell,springer.com,1,0,1,1,72,1,3,2,1
Sandaohezi,youtu.be,1,0,1,0,79,0,6,3,1
Beaverlodge,youtu.be,0,1,1,0,53,2,2,1,2
Bandung,cbslocal.com,1,1,1,0,50,1,1,1,1
Nuoxizhi,cbslocal.com,1,0,1,1,53,0,4,2,1
Kuala Terengganu,cbslocal.com,0,1,1,0,50,1,3,1,2
Beaverlodge,youtu.be,1,0,3,0,62,1,2,1,1
Liancheng,youtu.be,1,0,1,1,51,0,3,1,1
Liancheng,springer.com,1,1,1,1,60,2,6,2,2
Beaverlodge,springer.com,1,1,2,1,49,1,1,1,1
Bandung,cbslocal.com,1,1,1,1,48,0,2,2,2
Beaverlodge,exblog.jp,0,1,1,1,48,1,2,1,3
Beaverlodge,springer.com,1,1,3,1,53,0,5,1,1
Bandung,cbslocal.com,1,1,1,1,52,0,1,3,1
Nuoxizhi,exblog.jp,1,1,1,1,57,2,5,2,2
Beaverlodge,youtu.be,0,1,1,1,55,2,2,4,3
Nuoxizhi,springer.com,1,1,10,0,67,3,1,3,1
Liancheng,youtu.be,1,0,1,1,54,0,4,4,1
Bandung,springer.com,1,1,2,0,61,1,2,2,1
Bandung,springer.com,1,1,1,1,53,0,6,1,3
Ell,cbslocal.com,0,1,1,0,48,2,1,1,2
Liancheng,youtu.be,1,1,1,1,51,0,6,1,2
Sandaohezi,exblog.jp,1,0,1,1,52,2,2,2,1
Beaverlodge,youtu.be,1,0,1,0,54,1,2,2,2
Bandung,cbslocal.com,0,1,1,1,51,0,1,4,4
Liancheng,cbslocal.com,1,0,1,1,49,1,6,2,1
Liancheng,cbslocal.com,0,0,1,0,50,1,1,5,2
Liancheng,cbslocal.com,1,0,1,0,50,1,2,2,2
Ell,exblog.jp,0,0,1,0,54,2,1,1,3
Liancheng,cbslocal.com,1,0,1,0,51,0,4,1,2
Liancheng,cbslocal.com,1,0,1,0,49,1,5,7,3
Ell,cbslocal.com,0,0,1,0,49,0,1,3,1
Beaverlodge,exblog.jp,0,1,1,0,56,1,1,1,2
Ell,cbslocal.com,1,1,2,1,60,0,1,2,1
Nuoxizhi,youtu.be,1,1,2,0,52,0,2,1,1
Beaverlodge,youtu.be,1,1,1,0,50,2,3,1,2
Nuoxizhi,cbslocal.com,1,1,1,1,52,0,2,3,1
Kuala Terengganu,youtu.be,0,0,1,0,49,0,3,2,2
Nuoxizhi,youtu.be,0,0,1,0,51,2,2,6,2
Nuoxizhi,exblog.jp,0,0,1,0,49,1,2,2,4
Bandung,youtu.be,1,1,1,0,69,0,2,2,1
Beaverlodge,youtu.be,1,0,6,1,50,0,2,1,2
Beaverlodge,cbslocal.com,1,0,1,0,53,1,5,5,1
Beaverlodge,youtu.be,0,1,1,0,48,2,1,7,4
Liancheng,youtu.be,1,1,1,1,50,0,6,2,3
Nuoxizhi,youtu.be,1,0,15,0,58,3,3,2,2
Nuoxizhi,springer.com,0,1,1,0,51,2,1,2,2
Bandung,cbslocal.com,1,1,1,1,55,0,1,2,1
Ell,cbslocal.com,0,1,1,0,53,3,1,2,2
Nuoxizhi,cbslocal.com,1,0,1,1,48,1,4,6,1
Liancheng,exblog.jp,1,0,1,1,50,0,1,1,2
Beaverlodge,cbslocal.com,0,0,1,1,57,0,6,4,2
Beaverlodge,springer.com,1,0,1,0,56,2,2,2,1
Beaverlodge,springer.com,1,0,35,1,50,2,5,4,3
Beaverlodge,youtu.be,0,0,1,1,51,2,1,1,2
Nuoxizhi,cbslocal.com,1,0,1,1,50,0,3,1,2
Beaverlodge,youtu.be,1,1,1,0,57,1,2,2,1
Bandung,cbslocal.com,1,0,3,1,49,3,1,4,2
Bandung,youtu.be,1,0,1,0,51,1,4,1,3
Ell,youtu.be,0,1,1,0,54,1,2,1,1
Bandung,cbslocal.com,1,1,1,0,49,1,6,1,2
Liancheng,cbslocal.com,1,1,1,1,65,0,1,4,2
Nuoxizhi,cbslocal.com,1,1,1,0,52,2,4,1,1
Beaverlodge,exblog.jp,0,1,1,0,48,1,1,1,2
Beaverlodge,cbslocal.com,0,0,1,0,52,0,1,1,1
Nuoxizhi,cbslocal.com,0,0,1,0,51,1,2,2,2
Ell,springer.com,1,0,3,0,55,1,1,3,1
Bandung,springer.com,1,0,1,0,52,2,1,2,2
Bandung,youtu.be,1,1,1,0,51,0,3,6,2
Nuoxizhi,springer.com,0,1,1,0,51,0,1,1,2
Nuoxizhi,springer.com,0,1,1,1,55,2,2,5,2
Liancheng,cbslocal.com,1,1,1,0,49,2,3,1,1
Nuoxizhi,cbslocal.com,1,1,3,0,53,0,2,2,1
Bandung,youtu.be,1,1,1,1,48,1,2,2,1
Liancheng,upenn.edu,1,0,1,1,52,2,1,2,2
Nuoxizhi,springer.com,0,0,1,1,51,0,3,7,2
Nuoxizhi,cbslocal.com,1,1,1,0,61,0,1,7,4
Ell,cbslocal.com,1,0,1,0,52,2,3,1,1
Beaverlodge,youtu.be,1,0,1,0,52,1,6,1,3
Nuoxizhi,cbslocal.com,0,1,1,1,50,1,1,6,1
Beaverlodge,cbslocal.com,1,1,1,1,49,3,1,1,1
Liancheng,cbslocal.com,1,1,1,0,52,1,2,3,1
Bandung,youtu.be,1,0,1,1,50,1,1,5,1
Liancheng,cbslocal.com,1,0,1,1,52,0,1,3,1
Nuoxizhi,cbslocal.com,0,0,1,1,49,1,1,4,2
Ell,cbslocal.com,0,0,1,0,51,0,1,1,3
Nuoxizhi,springer.com,0,1,1,1,48,2,2,1,4
Beaverlodge,upenn.edu,1,1,10,1,56,0,3,1,2
Ell,cbslocal.com,0,0,1,0,49,3,1,2,1
Beaverlodge,youtu.be,0,1,1,1,51,0,1,2,1
Nuoxizhi,cbslocal.com,1,1,5,0,68,3,3,1,2
Nuoxizhi,cbslocal.com,0,1,1,0,57,1,2,4,1
Ell,cbslocal.com,1,1,1,0,56,0,5,1,2
Bandung,cbslocal.com,0,1,1,0,49,1,3,1,1
Beaverlodge,springer.com,1,1,1,1,50,1,2,3,2
Nuoxizhi,springer.com,1,0,1,0,48,0,2,1,1
Nuoxizhi,youtu.be,0,0,1,0,52,0,1,3,1
Bandung,springer.com,0,1,1,1,50,4,1,2,3
Ell,youtu.be,0,1,1,1,56,0,2,1,2
Liancheng,youtu.be,1,0,1,1,50,1,4,2,1
Liancheng,youtu.be,1,1,1,0,52,2,1,2,1
Beaverlodge,youtu.be,1,1,5,0,51,0,2,6,1
Nuoxizhi,youtu.be,0,0,1,1,48,0,1,3,4
Bandung,youtu.be,0,1,1,1,48,0,1,4,2
Kuala Terengganu,cbslocal.com,0,0,1,0,54,0,1,2,2
Nuoxizhi,cbslocal.com,0,1,1,0,54,2,1,3,2
Bandung,youtu.be,0,0,1,1,53,0,1,7,1
Ell,upenn.edu,0,0,1,1,59,0,1,2,4
Sandaohezi,springer.com,0,0,4,0,52,1,1,1,1
Liancheng,cbslocal.com,1,0,1,1,53,1,1,2,1
Beaverlodge,youtu.be,0,1,1,0,49,0,1,5,4
Liancheng,youtu.be,0,0,1,0,50,0,1,1,2
Beaverlodge,cbslocal.com,1,1,1,1,49,1,4,1,1
Ell,cbslocal.com,0,0,1,0,48,0,1,2,1
Ell,springer.com,0,0,1,1,54,0,1,1,1
Ell,cbslocal.com,1,1,1,1,60,0,6,1,1
Ell,youtu.be,1,1,1,0,57,0,5,2,2
Sandaohezi,springer.com,1,0,1,0,48,0,6,2,1
Kuala Terengganu,youtu.be,0,1,1,0,52,3,6,4,3
Liancheng,cbslocal.com,1,0,1,1,55,1,2,1,2
Bandung,youtu.be,1,1,1,1,49,1,2,1,1
Bandung,youtu.be,0,1,1,0,48,2,1,3,2
Liancheng,exblog.jp,1,1,1,0,56,0,3,1,1
Nuoxizhi,youtu.be,0,0,1,0,49,1,1,3,3
Liancheng,exblog.jp,1,1,1,0,48,0,2,1,3
Nuoxizhi,youtu.be,0,0,3,1,50,2,1,3,1
Beaverlodge,springer.com,1,1,1,1,55,1,1,2,2
Liancheng,youtu.be,1,0,13,0,61,1,1,1,1
Bandung,cbslocal.com,1,0,1,0,52,1,3,5,2
Beaverlodge,cbslocal.com,1,1,1,0,53,3,4,1,2
Liancheng,springer.com,1,0,1,1,51,0,3,3,2
Nuoxizhi,cbslocal.com,0,1,1,1,50,1,1,3,2
Beaverlodge,upenn.edu,1,1,1,0,51,0,3,2,2
Kuala Terengganu,youtu.be,0,0,1,1,48,2,1,2,1
Beaverlodge,springer.com,1,1,1,0,49,0,3,2,2
Kuala Terengganu,cbslocal.com,0,1,1,0,50,2,3,2,3
Bandung,youtu.be,1,0,1,0,50,0,6,2,1
Bandung,youtu.be,1,1,1,0,54,1,4,2,2
Beaverlodge,springer.com,1,1,1,1,61,2,2,3,2
Liancheng,cbslocal.com,0,1,1,1,48,1,1,2,3
Beaverlodge,springer.com,1,1,1,1,57,0,1,1,1
Beaverlodge,youtu.be,1,0,1,0,57,1,6,5,1
Liancheng,exblog.jp,1,1,1,1,48,1,3,1,1
Beaverlodge,springer.com,1,0,1,0,51,0,2,3,1
Ell,youtu.be,1,1,1,1,60,0,2,7,4
Bandung,youtu.be,0,0,1,0,52,1,4,2,2
Ell,cbslocal.com,0,1,1,0,55,1,2,1,1
Beaverlodge,cbslocal.com,1,1,1,0,49,1,3,1,1
Bandung,youtu.be,1,0,2,0,51,2,3,3,2
Nuoxizhi,youtu.be,0,1,1,1,55,1,3,4,3
Nuoxizhi,youtu.be,0,1,1,1,56,0,2,3,1
Ell,youtu.be,0,1,1,1,58,0,3,2,3
Nuoxizhi,cbslocal.com,1,1,10,1,49,1,2,1,2
Bandung,cbslocal.com,1,1,1,1,53,0,6,1,1
Nuoxizhi,youtu.be,1,0,1,1,51,1,3,2,1
Beaverlodge,youtu.be,1,1,1,1,56,0,2,5,1
Liancheng,cbslocal.com,1,1,1,1,49,1,2,1,1
Bandung,youtu.be,1,1,5,1,49,0,1,5,2
Ell,youtu.be,0,0,1,0,55,0,3,2,1
Ell,youtu.be,0,0,1,0,60,1,3,2,2
Beaverlodge,cbslocal.com,1,0,1,0,50,2,5,7,1
Beaverlodge,youtu.be,0,0,1,1,54,0,3,3,1
Liancheng,cbslocal.com,1,0,1,1,50,2,1,2,2
Beaverlodge,youtu.be,0,0,1,1,48,0,1,1,1
Nuoxizhi,youtu.be,1,0,1,1,50,1,1,1,1
Nuoxizhi,youtu.be,0,0,1,1,54,0,1,2,1
Ell,youtu.be,1,1,1,1,51,1,6,1,1
Liancheng,youtu.be,1,1,1,1,50,2,2,1,1
Beaverlodge,cbslocal.com,0,1,1,0,65,1,1,1,3
Nuoxizhi,youtu.be,0,1,1,1,53,0,1,5,2
Ell,youtu.be,0,0,1,1,63,1,1,1,2
Nuoxizhi,youtu.be,0,0,1,1,53,2,1,7,1
Ell,youtu.be,0,0,1,0,48,1,3,1,3
Bandung,youtu.be,1,0,1,1,50,0,2,2,1
Liancheng,cbslocal.com,1,0,1,1,57,0,2,1,1
Bandung,springer.com,1,0,3,1,52,3,1,2,1
Bandung,cbslocal.com,1,1,1,1,49,0,1,1,2
Kuala Terengganu,springer.com,0,1,1,0,49,0,2,4,2
Liancheng,youtu.be,1,1,8,1,49,1,6,4,2
Nuoxizhi,cbslocal.com,1,0,1,1,50,1,2,2,1
Nuoxizhi,youtu.be,0,0,1,0,54,3,1,3,1
Nuoxizhi,youtu.be,1,0,1,0,53,0,3,2,1
Ell,youtu.be,1,0,1,1,50,1,5,3,3
Beaverlodge,cbslocal.com,1,1,15,1,53,1,2,1,1
Beaverlodge,youtu.be,1,0,1,1,48,1,3,1,2
Beaverlodge,youtu.be,1,0,1,0,71,0,4,2,2
Nuoxizhi,cbslocal.com,0,1,1,1,59,1,1,2,2
Beaverlodge,youtu.be,1,1,1,1,49,1,2,1,2
Bandung,cbslocal.com,0,0,1,0,54,0,2,6,2
Liancheng,springer.com,1,0,8,1,51,0,1,1,2
Bandung,youtu.be,1,0,1,1,52,0,4,1,1
Liancheng,youtu.be,1,1,1,0,52,1,6,3,2
Sandaohezi,springer.com,1,1,1,1,70,0,2,2,1
Nuoxizhi,youtu.be,1,1,1,1,55,1,1,1,2
Beaverlodge,cbslocal.com,1,1,1,1,50,0,1,1,1
Beaverlodge,youtu.be,0,1,1,0,48,1,5,4,1
Beaverlodge,cbslocal.com,0,0,1,0,48,1,1,1,2
Ell,youtu.be,1,0,1,0,49,0,6,2,2
Beaverlodge,youtu.be,1,1,1,1,50,1,3,2,1
Bandung,springer.com,1,0,1,0,48,0,6,2,1
Bandung,springer.com,1,0,1,0,49,1,4,1,2
Liancheng,exblog.jp,1,1,1,0,51,2,4,1,1
Ell,youtu.be,0,1,1,0,48,0,1,1,1
Kuala Terengganu,youtu.be,1,0,1,1,51,0,3,1,1
Liancheng,cbslocal.com,1,1,4,1,52,4,1,3,1
Nuoxizhi,springer.com,0,1,1,1,53,0,1,2,4
Beaverlodge,cbslocal.com,1,1,8,0,48,0,4,5,1
Beaverlodge,cbslocal.com,1,0,1,1,56,1,4,3,1
Nuoxizhi,youtu.be,1,0,1,0,55,0,3,4,1
Ell,youtu.be,0,1,1,1,51,1,2,4,2
Bandung,springer.com,1,1,8,0,49,2,2,1,1
Beaverlodge,springer.com,1,0,1,0,50,1,2,1,1
Bandung,springer.com,1,1,27,1,54,0,4,1,3
Nuoxizhi,youtu.be,0,1,1,1,50,1,2,2,3
Ell,youtu.be,0,1,1,1,50,1,3,2,3
Bandung,cbslocal.com,1,0,1,1,57,2,1,7,1
Kuala Terengganu,cbslocal.com,0,1,1,1,53,1,1,2,2
Nuoxizhi,springer.com,0,0,1,0,51,1,1,5,1
Bandung,youtu.be,1,1,1,1,51,0,3,1,1
Kuala Terengganu,youtu.be,0,0,4,0,49,1,1,3,2
Liancheng,exblog.jp,0,1,1,1,51,0,2,7,2
Beaverlodge,cbslocal.com,0,0,1,1,52,2,1,4,3
Beaverlodge,springer.com,1,1,1,1,49,0,3,2,2
Ell,cbslocal.com,1,0,4,0,49,2,2,2,1
Nuoxizhi,youtu.be,0,0,1,1,50,3,6,3,6
Bandung,cbslocal.com,1,0,1,0,48,3,2,1,2
Nuoxizhi,cbslocal.com,1,1,1,1,59,1,3,3,1
Liancheng,youtu.be,1,1,1,0,50,1,4,2,2
Kuala Terengganu,youtu.be,1,0,1,0,54,2,3,5,4
Nuoxizhi,cbslocal.com,1,1,2,1,49,2,1,1,2
Liancheng,cbslocal.com,1,1,1,1,62,1,3,1,3
Liancheng,youtu.be,1,0,1,0,53,0,2,1,1
Ell,springer.com,1,0,3,0,51,0,1,1,3
Kuala Terengganu,youtu.be,0,1,1,0,48,1,2,2,1
Liancheng,cbslocal.com,1,0,1,1,49,1,1,1,1
Ell,cbslocal.com,0,0,1,1,48,1,1,2,1
Ell,cbslocal.com,0,0,1,0,54,1,4,1,3
Kuala Terengganu,youtu.be,0,1,1,0,52,1,2,1,1
Beaverlodge,springer.com,0,1,1,1,50,0,1,1,2
Beaverlodge,youtu.be,0,0,1,1,48,1,1,7,1
Kuala Terengganu,youtu.be,1,1,1,1,66,2,6,1,1
Bandung,youtu.be,1,1,1,1,52,0,3,1,2
Liancheng,springer.com,1,0,1,1,50,1,6,1,1
Liancheng,springer.com,0,1,1,0,53,0,1,5,2
Liancheng,cbslocal.com,1,1,1,1,48,2,3,7,1
Nuoxizhi,youtu.be,0,1,1,0,53,2,4,7,2
Nuoxizhi,youtu.be,1,0,34,1,51,1,1,2,2
Liancheng,youtu.be,1,1,1,0,48,3,2,1,1
Beaverlodge,youtu.be,1,0,2,0,48,1,3,3,2
Sandaohezi,youtu.be,1,1,1,0,64,0,4,2,1
Kuala Terengganu,youtu.be,0,1,1,1,56,0,1,4,1
Nuoxizhi,cbslocal.com,0,1,1,1,58,0,1,3,2
Nuoxizhi,cbslocal.com,1,0,48,1,54,1,2,6,2
Nuoxizhi,springer.com,0,0,1,0,48,1,3,2,2
Bandung,cbslocal.com,1,0,1,0,65,1,1,3,1
Ell,cbslocal.com,0,1,1,0,51,1,1,2,2
Nuoxizhi,cbslocal.com,1,1,1,0,69,1,3,2,2
Liancheng,cbslocal.com,1,0,2,1,49,1,1,4,3
Ell,cbslocal.com,0,0,1,1,55,0,1,4,1
Nuoxizhi,cbslocal.com,1,1,1,1,53,1,3,2,2
Beaverlodge,cbslocal.com,0,0,1,1,48,1,2,1,5
Beaverlodge,youtu.be,1,1,1,0,50,0,2,1,1
Beaverlodge,youtu.be,0,1,1,1,63,1,1,3,5
Nuoxizhi,cbslocal.com,1,1,1,1,49,1,3,2,1
Ell,youtu.be,0,0,1,1,49,1,1,5,2
Beaverlodge,springer.com,1,0,1,0,51,1,2,3,1
Liancheng,cbslocal.com,0,0,1,1,53,1,1,7,1
Nuoxizhi,springer.com,0,0,1,1,50,0,1,3,3
Bandung,youtu.be,0,1,1,1,53,0,1,3,3
Ell,springer.com,0,0,1,1,49,1,3,5,3
Liancheng,exblog.jp,1,0,1,1,49,1,1,1,1
Nuoxizhi,springer.com,0,1,1,1,58,0,1,4,2
Bandung,cbslocal.com,1,0,1,1,52,1,4,2,2
Liancheng,cbslocal.com,1,0,1,1,49,1,2,2,2
Beaverlodge,youtu.be,0,1,1,0,56,3,3,5,2
Ell,cbslocal.com,1,1,7,1,52,0,3,3,1
Kuala Terengganu,cbslocal.com,1,0,1,0,57,3,6,1,2
Bandung,youtu.be,1,0,1,1,51,1,3,1,2
Kuala Terengganu,youtu.be,0,1,1,1,55,2,3,1,2
Liancheng,springer.com,0,0,1,0,48,0,3,1,4
Liancheng,youtu.be,0,0,1,0,54,2,1,6,3
Liancheng,youtu.be,0,1,1,0,58,0,1,4,1
Nuoxizhi,youtu.be,1,1,15,1,53,1,1,6,3
Bandung,springer.com,1,1,1,1,48,1,1,1,2
Bandung,cbslocal.com,1,1,2,0,53,2,1,2,1
Ell,cbslocal.com,0,0,35,1,55,1,2,1,4
Ell,youtu.be,1,0,10,0,52,0,1,3,2
Liancheng,youtu.be,0,1,1,1,56,0,1,4,2
Beaverlodge,youtu.be,1,1,3,1,67,1,2,2,1
Beaverlodge,upenn.edu,0,0,1,0,56,1,1,3,2
Ell,cbslocal.com,1,0,4,0,51,3,1,4,2
Beaverlodge,cbslocal.com,0,0,1,0,55,0,1,3,1
Beaverlodge,cbslocal.com,0,1,1,0,52,0,3,7,2
Beaverlodge,cbslocal.com,1,1,1,1,57,0,3,3,1
Bandung,youtu.be,1,0,1,1,51,1,2,7,3
Bandung,cbslocal.com,0,0,1,1,48,1,1,1,3
Ell,cbslocal.com,0,1,1,1,54,0,1,3,2
Kuala Terengganu,springer.com,1,1,1,1,48,1,1,4,1
Beaverlodge,cbslocal.com,1,0,1,0,50,1,5,3,2
Bandung,youtu.be,1,1,1,1,51,2,4,2,1
Ell,springer.com,0,0,1,1,48,2,1,1,1
Bandung,youtu.be,0,0,1,0,50,2,1,6,2
Bandung,exblog.jp,1,0,1,1,49,1,2,1,2
Beaverlodge,youtu.be,1,1,2,0,48,0,5,1,1
Kuala Terengganu,cbslocal.com,0,1,1,0,51,3,2,2,4
Bandung,springer.com,1,1,1,1,51,2,6,2,2
Nuoxizhi,cbslocal.com,0,0,1,0,52,0,2,1,3
Ell,springer.com,1,0,1,1,49,0,3,1,2
Nuoxizhi,springer.com,0,1,1,0,50,1,1,4,1
Ell,springer.com,1,0,1,0,50,2,5,1,1
Liancheng,cbslocal.com,0,0,1,1,48,0,1,5,3
Beaverlodge,cbslocal.com,0,1,1,0,56,2,1,6,2
Beaverlodge,springer.com,1,0,1,0,56,3,1,1,1
Beaverlodge,cbslocal.com,0,0,1,0,50,1,2,4,2
Nuoxizhi,youtu.be,1,0,3,1,54,1,2,1,1
Bandung,youtu.be,1,1,1,1,48,2,1,2,1
Nuoxizhi,cbslocal.com,0,1,1,1,51,1,1,1,3
Ell,exblog.jp,0,0,1,1,49,1,1,2,2
Ell,cbslocal.com,0,1,1,1,53,1,1,2,2
Nuoxizhi,cbslocal.com,0,1,1,1,50,0,1,3,2
Bandung,cbslocal.com,1,0,6,1,52,0,2,2,1
Beaverlodge,springer.com,1,0,1,0,65,1,4,1,1
Ell,youtu.be,0,0,1,0,52,3,1,6,2
Liancheng,cbslocal.com,1,0,1,0,48,1,6,3,1
Beaverlodge,cbslocal.com,0,1,1,1,54,1,1,3,2
Liancheng,youtu.be,0,0,1,0,59,2,1,6,1
Beaverlodge,cbslocal.com,0,1,1,0,49,2,1,1,3
Beaverlodge,springer.com,0,1,1,0,50,0,1,2,3
Ell,youtu.be,0,0,1,0,52,1,1,1,2
Ell,cbslocal.com,0,0,1,1,52,1,5,1,1
Bandung,youtu.be,1,0,1,0,54,1,2,2,1
Nuoxizhi,cbslocal.com,0,0,1,0,48,1,2,7,2
Beaverlodge,cbslocal.com,0,1,1,1,48,0,1,5,3
Bandung,youtu.be,1,0,1,0,52,0,1,1,2
Ell,youtu.be,1,0,3,0,60,2,1,1,1
Nuoxizhi,youtu.be,1,1,1,1,51,1,5,1,2
Beaverlodge,exblog.jp,0,0,1,1,53,0,2,7,2
Liancheng,upenn.edu,1,0,1,0,51,2,1,1,1
Beaverlodge,youtu.be,0,1,1,0,49,2,1,2,3
Liancheng,cbslocal.com,0,1,1,0,50,0,1,4,1
Bandung,cbslocal.com,1,1,1,1,50,0,5,7,1
Nuoxizhi,youtu.be,0,0,1,0,48,0,2,3,5
Kuala Terengganu,cbslocal.com,0,0,1,1,50,1,1,2,2
Beaverlodge,youtu.be,0,0,1,1,50,0,1,1,2
Beaverlodge,exblog.jp,1,0,1,0,49,1,6,5,2
Bandung,exblog.jp,1,1,1,0,50,2,1,2,2
Beaverlodge,youtu.be,0,1,1,1,52,2,1,1,2
Liancheng,youtu.be,0,0,1,1,55,0,2,3,2
Nuoxizhi,cbslocal.com,0,1,1,1,53,0,2,5,2
Beaverlodge,springer.com,1,1,1,1,52,0,4,1,1
Kuala Terengganu,youtu.be,0,0,1,0,55,0,1,1,2
Beaverlodge,youtu.be,0,0,1,0,48,1,3,2,3
Ell,cbslocal.com,1,1,1,1,53,3,3,1,1
Bandung,springer.com,1,1,1,1,55,2,1,2,2
Bandung,cbslocal.com,0,0,1,0,51,0,1,1,3
Bandung,cbslocal.com,0,1,1,1,50,1,3,1,1
Nuoxizhi,cbslocal.com,1,1,2,1,50,2,2,2,2
Bandung,youtu.be,1,0,2,0,51,1,2,1,3
Bandung,youtu.be,1,1,1,0,54,0,3,1,1
Ell,youtu.be,0,1,1,0,52,1,1,2,1
Nuoxizhi,cbslocal.com,1,0,1,1,55,2,4,5,1
Liancheng,springer.com,0,1,1,1,52,1,1,6,2
Kuala Terengganu,youtu.be,1,0,1,0,49,1,1,2,2
Nuoxizhi,springer.com,1,0,1,1,52,0,2,1,2
Beaverlodge,springer.com,1,1,18,1,53,0,3,4,1
Kuala Terengganu,cbslocal.com,0,1,1,0,57,0,1,6,2
Beaverlodge,springer.com,0,1,1,1,49,0,2,1,4
Ell,springer.com,1,1,1,1,51,0,3,1,1
Bandung,youtu.be,1,0,1,1,51,1,3,3,3
Liancheng,cbslocal.com,1,0,34,1,48,2,2,1,3
Kuala Terengganu,cbslocal.com,0,1,1,1,51,1,2,2,1
Liancheng,youtu.be,0,1,1,0,54,0,2,1,3
Kuala Terengganu,cbslocal.com,1,0,1,1,50,0,3,1,1
Ell,youtu.be,0,0,1,0,60,2,2,1,3
Bandung,youtu.be,1,0,1,0,70,1,1,1,2
Ell,youtu.be,1,0,7,1,50,2,5,4,1
Bandung,cbslocal.com,0,1,1,1,53,1,1,5,2
Bandung,springer.com,1,0,2,0,54,0,2,1,3
Nuoxizhi,springer.com,0,1,1,1,50,1,1,1,2
Liancheng,cbslocal.com,1,1,1,1,51,2,5,1,1
Liancheng,cbslocal.com,0,0,1,1,49,1,1,5,1
Beaverlodge,cbslocal.com,1,0,1,1,48,1,1,1,1
Beaverlodge,cbslocal.com,0,1,1,1,49,0,1,1,2
Beaverlodge,cbslocal.com,1,1,1,1,53,1,1,3,2
Bandung,springer.com,1,1,1,1,50,2,3,6,1
Ell,youtu.be,0,0,1,1,50,1,2,3,1
Liancheng,youtu.be,0,1,1,1,66,2,1,4,2
Nuoxizhi,youtu.be,1,0,4,0,49,1,4,2,3
Beaverlodge,youtu.be,1,0,1,1,56,1,6,2,2
Nuoxizhi,youtu.be,1,1,1,0,56,1,6,5,1
Bandung,youtu.be,1,1,1,0,53,2,2,1,1
Ell,cbslocal.com,1,1,41,1,53,2,4,3,1
